投票区,番号,住所,備考,名称
157,6,大阪府吹田市佐井寺２丁目２－３,谷上池公園,157-6 谷上池公園
157,7,大阪府吹田市佐井寺南が丘１丁目１,佐井寺地区公民館外側コンクリート壁,157-7 佐井寺地区公民館外側コンクリート壁
157,8,大阪府吹田市竹谷町３７－１,せせらぎの道沿い植栽,157-8 せせらぎの道沿い植栽
157,9,大阪府吹田市佐井寺南が丘１４,佐井寺南が丘公園南東面,157-9 佐井寺南が丘公園南東面
158,1,大阪府吹田市五月が丘北１０,山田下第３遊園,158-1 山田下第３遊園
158,2,大阪府吹田市五月が丘北２２,歩道鉄柵,158-2 歩道鉄柵
158,3,大阪府吹田市五月が丘東５,柴金山公園北西フェンス,158-3 柴金山公園北西フェンス
158,4,大阪府吹田市五月が丘東８,植樹帯（五月が丘バス停横）,158-4 植樹帯（五月が丘バス停横）
158,5,大阪府吹田市五月が丘南６,星和プラネタウン千里南（双子座のまち）西面,158-5 星和プラネタウン千里南（双子座のまち）西面
158,6,大阪府吹田市五月が丘南１２,佐井寺東公園,158-6 佐井寺東公園
158,7,大阪府吹田市五月が丘西１,千里南パークマンション南面,158-7 千里南パークマンション南面
158,8,大阪府吹田市五月が丘西４－１,植樹帯（東佐井寺小学校裏門横）,158-8 植樹帯（東佐井寺小学校裏門横）
159,1,大阪府吹田市佐井寺３丁目１,貯水池フェンス,159-1 貯水池フェンス
159,2,大阪府吹田市佐井寺３丁目３,佐井寺小学校南面,159-2 佐井寺小学校南面
159,3,大阪府吹田市佐井寺３丁目６－１６,佐井寺新池公園南東面,159-3 佐井寺新池公園南東面
159,4,大阪府吹田市佐井寺３丁目２０,貯水池フェンス,159-4 貯水池フェンス
159,5,大阪府吹田市佐井寺３丁目２２,佐井寺北公園,159-5 佐井寺北公園
159,6,大阪府吹田市佐井寺３丁目３,佐井寺小学校西面,159-6 佐井寺小学校西面
159,7,大阪府吹田市佐井寺４丁目１８,だいら遊園西面,159-7 だいら遊園西面
161,1,大阪府吹田市佐竹台１丁目３,さつき公園南面,161-1 さつき公園南面
161,2,大阪府吹田市佐竹台２丁目４,Ｂ１５棟西面,161-2 Ｂ１５棟西面
161,3,大阪府吹田市佐竹台３丁目４,佐竹公園南面,161-3 佐竹公園南面
161,4,大阪府吹田市佐竹台３丁目４,佐竹公園東面,161-4 佐竹公園東面
161,5,大阪府吹田市佐竹台４丁目１２－１,佐竹台小学校北面,161-5 佐竹台小学校北面
161,6,大阪府吹田市佐竹台５丁目１,Ｂ３１棟西面,161-6 Ｂ３１棟西面
161,7,大阪府吹田市佐竹台５丁目４,植樹帯（佐竹台５丁目バス停横）,161-7 植樹帯（佐竹台５丁目バス停横）
161,8,大阪府吹田市佐竹台６丁目９,ゆりのき公園西面,161-8 ゆりのき公園西面
162,1,大阪府吹田市高野台１丁目１,Ｃ１棟南面,162-1 Ｃ１棟南面
162,2,大阪府吹田市高野台１丁目１,Ｃ３棟北面,162-2 Ｃ３棟北面
162,3,大阪府吹田市高野台２丁目１,歩道鉄柵,162-3 歩道鉄柵
162,4,大阪府吹田市高野台２丁目１６－１,高野台小学校南面,162-4 高野台小学校南面
162,5,大阪府吹田市高野台２丁目１６－１,高野台小学校西面,162-5 高野台小学校西面
162,6,大阪府吹田市高野台３丁目９－５の前,千里第４緑地南面,162-6 千里第４緑地南面
162,7,大阪府吹田市高野台４丁目５,歩道鉄柵,162-7 歩道鉄柵
162,8,大阪府吹田市高野台５丁目２－１の前,千里第４緑地北面,162-8 千里第４緑地北面
163,1,大阪府吹田市津雲台１丁目３,千里南公園東面,163-1 千里南公園東面
163,2,大阪府吹田市津雲台１丁目１,南千里駅２階改札横植込み,163-2 南千里駅２階改札横植込み
163,3,大阪府吹田市津雲台２丁目２,Ｃ４８棟東面,163-3 Ｃ４８棟東面
163,4,大阪府吹田市津雲台３丁目１３,津雲公園西面,163-4 津雲公園西面
163,5,大阪府吹田市津雲台４丁目７,津雲台小学校北面,163-5 津雲台小学校北面
163,6,大阪府吹田市津雲台５丁目１９,デュー阪急山田駐車場東面,163-6 デュー阪急山田駐車場東面
163,7,大阪府吹田市津雲台６丁目１０の前,植樹帯（津雲外周線横）,163-7 植樹帯（津雲外周線横）
163,8,大阪府吹田市津雲台７丁目３,阪急バス(株)千里営業所,163-8 阪急バス(株)千里営業所
163,9,大阪府吹田市津雲台１丁目２－１,千里ニュータウンプラザ２階入口前,163-9 千里ニュータウンプラザ２階入口前
164,1,大阪府吹田市桃山台１丁目１,Ｃ１棟東面,164-1 Ｃ１棟東面
164,2,大阪府吹田市桃山台１丁目１,グランファースト千里桃山台東側府道沿い,164-2 グランファースト千里桃山台東側府道沿い
164,3,大阪府吹田市桃山台１丁目２,府営桃山台住宅 にれのき橋南端 周辺,164-3 府営桃山台住宅 にれのき橋南端 周辺
164,4,大阪府吹田市桃山台１丁目５－１,桃山台小学校南面,164-4 桃山台小学校南面
164,5,大阪府吹田市桃山台２丁目９－１０,桃山公園東面（春日大池東面）,164-5 桃山公園東面（春日大池東面）
164,6,大阪府吹田市桃山台２丁目４,もものき公園西面,164-6 もものき公園西面
164,7,大阪府吹田市桃山台３丁目１２と１５の境,千里第７緑地北面,164-7 千里第７緑地北面
164,8,大阪府吹田市桃山台５丁目１,千里第８緑地北面,164-8 千里第８緑地北面
165,1,大阪府吹田市竹見台１丁目１,Ｃ１０１棟東面,165-1 Ｃ１０１棟東面
165,2,大阪府吹田市竹見台１丁目１,Ｃ１９棟東面,165-2 Ｃ１９棟東面
165,3,大阪府吹田市竹見台１丁目３－１,竹見台中学校(テニスコート横),165-3 竹見台中学校(テニスコート横)
165,4,大阪府吹田市竹見台２丁目１,Ｃ８棟北西面,165-4 Ｃ８棟北西面
165,5,大阪府吹田市竹見台３丁目３－１,千里たけみ小学校北面,165-5 千里たけみ小学校北面
165,6,大阪府吹田市竹見台３丁目５,しいのき公園南面,165-6 しいのき公園南面
165,7,大阪府吹田市竹見台４丁目２－５,竹見公園北面,165-7 竹見公園北面
165,8,大阪府吹田市竹見台４丁目６,Ａ１棟南東側通路,165-8 Ａ１棟南東側通路
167,1,大阪府吹田市古江台１丁目１－１,古江台中学校グラウンド北面,167-1 古江台中学校グラウンド北面
167,2,大阪府吹田市古江台３丁目９,植樹帯,167-2 植樹帯
167,3,大阪府吹田市古江台４丁目１,阪急電車フェンス,167-3 阪急電車フェンス
167,4,大阪府吹田市古江台１丁目１７－１,カトリックさゆり幼稚園東面フェンス,167-4 カトリックさゆり幼稚園東面フェンス
167,5,大阪府吹田市古江台５丁目３,Ｄ２棟前,167-5 Ｄ２棟前
167,6,大阪府吹田市古江台５丁目４,古江公園北西面,167-6 古江公園北西面
167,7,大阪府吹田市古江台５丁目６－１,古江台小学校北西面,167-7 古江台小学校北西面
167,8,大阪府吹田市古江台５丁目５,Ｂ４４棟南西面,167-8 Ｂ４４棟南西面
167,9,大阪府吹田市古江台６丁目２－１,弘済院太陽の広場東面,167-9 弘済院太陽の広場東面
168,1,大阪府吹田市青山台１丁目３,植樹帯（青山台１丁目バス停横）,168-1 植樹帯（青山台１丁目バス停横）
168,2,大阪府吹田市青山台２丁目１,近隣センター駐車場東面,168-2 近隣センター駐車場東面
168,3,大阪府吹田市青山台２丁目５,青山台小学校北東面,168-3 青山台小学校北東面
168,4,大阪府吹田市青山台３丁目２５,グラウンド（青山幼稚園バス停西）,168-4 グラウンド（青山幼稚園バス停西）
168,5,大阪府吹田市青山台３丁目４４－３の前,植樹帯（千里丘陵Ｆ団地前）,168-5 植樹帯（千里丘陵Ｆ団地前）
168,6,大阪府吹田市青山台４丁目１,Ｃ７４棟西面,168-6 Ｃ７４棟西面
168,7,大阪府吹田市青山台４丁目２－１,青山台中学校西面,168-7 青山台中学校西面
168,8,大阪府吹田市藤白台５丁目２,千里北公園西面,168-8 千里北公園西面
169,1,大阪府吹田市藤白台３丁目２,ふじのき公園南面,169-1 ふじのき公園南面
169,2,大阪府吹田市藤白台１丁目1,北消防署北千里出張所北西フェンス,169-2 北消防署北千里出張所北西フェンス
169,3,大阪府吹田市藤白台１丁目と２丁目の境,千里第３緑地,169-3 千里第３緑地
169,4,大阪府吹田市藤白台３丁目５,藤白公園内ピアノ池南面鉄柵,169-4 藤白公園内ピアノ池南面鉄柵
169,5,大阪府吹田市藤白台３丁目５,Ａ１棟北面,169-5 Ａ１棟北面
169,6,大阪府吹田市藤白台４丁目８－１,藤白台保育園西フェンス,169-6 藤白台保育園西フェンス
169,7,大阪府吹田市藤白台５丁目１,千里北公園南面,169-7 千里北公園南面
169,8,大阪府吹田市上山田３,上山田ほのぼの遊園西面,169-8 上山田ほのぼの遊園西面
169,9,大阪府吹田市藤白台３丁目３－１,藤白台小学校北面フェンス,169-9 藤白台小学校北面フェンス
181,1,大阪府吹田市山田北１,北山田小学校前植栽,181-1 北山田小学校前植栽
181,2,大阪府吹田市山田北９－１３,ヤマト運輸(株)吹田北営業所西側フェンス,181-2 ヤマト運輸(株)吹田北営業所西側フェンス
181,3,大阪府吹田市山田西４丁目２,阪急山田駅前東自転車駐車場前,181-3 阪急山田駅前東自転車駐車場前
181,4,大阪府吹田市山田西４丁目１,ジオ阪急千里山田前植込み,181-4 ジオ阪急千里山田前植込み
181,5,大阪府吹田市山田西４丁目１６,山田上王子池公園東面,181-5 山田上王子池公園東面
181,6,大阪府吹田市山田西３丁目３３,千里王子高層Ａ棟西側石壁,181-6 千里王子高層Ａ棟西側石壁
181,7,大阪府吹田市山田北７－１,コーナン千里山田店フェンス,181-7 コーナン千里山田店フェンス
181,8,大阪府吹田市山田西４丁目２,山田駅東公園南面,181-8 山田駅東公園南面
182,1,大阪府吹田市山田西２丁目２,府営吹田山田西住宅８棟前,182-1 府営吹田山田西住宅８棟前
182,2,大阪府吹田市山田西２丁目５,山田西第２公園南東面,182-2 山田西第２公園南東面
182,3,大阪府吹田市山田西２丁目５－１,山田出張所北面,182-3 山田出張所北面
182,4,大阪府吹田市山田西２丁目９,山田西第３次団地Ａ３棟北面,182-4 山田西第３次団地Ａ３棟北面
182,5,大阪府吹田市山田西２丁目１０－１,山田・千里丘地域防災備蓄倉庫北東面,182-5 山田・千里丘地域防災備蓄倉庫北東面
182,6,大阪府吹田市山田西２丁目１１－１,西山田中学校東面,182-6 西山田中学校東面
182,7,大阪府吹田市山田西２丁目１４,山田西第３公園,182-7 山田西第３公園
183,1,大阪府吹田市山田西１丁目４－１,山田第三小学校南面,183-1 山田第三小学校南面
183,2,大阪府吹田市山田西１丁目４－１,山田第三小学校東面,183-2 山田第三小学校東面
183,3,大阪府吹田市山田西１丁目６－１,山田第五小学校東面,183-3 山田第五小学校東面
183,4,大阪府吹田市山田西１丁目２２,供給公社Ａ２棟西面,183-4 供給公社Ａ２棟西面
183,5,大阪府吹田市山田西１丁目２３,山田西三角広場西面,183-5 山田西三角広場西面
183,6,大阪府吹田市山田西１丁目２５,亥の子谷北公園北面フェンス,183-6 亥の子谷北公園北面フェンス
183,7,大阪府吹田市山田西１丁目２７－１５,山三保育園北面,183-7 山三保育園北面
183,8,大阪府吹田市山田西１丁目３１,亥子谷バス停横,183-8 亥子谷バス停横
184,1,大阪府吹田市山田東４丁目２５－１８の前,極楽橋北側鉄柵,184-1 極楽橋北側鉄柵
184,2,大阪府吹田市山田東４丁目３３－１,山田東中学校南面,184-2 山田東中学校南面
184,3,大阪府吹田市山田東４丁目３３－１,山田東中学校西面,184-3 山田東中学校西面
184,4,大阪府吹田市山田東４丁目３８,SUN SQUARE千里万博南東面,184-4 SUN SQUARE千里万博南東面
184,5,大阪府吹田市山田東４丁目３８,薮本モータープール北東面,184-5 薮本モータープール北東面
184,6,大阪府吹田市山田東４丁目４１,ローレルハイツ４棟北面,184-6 ローレルハイツ４棟北面
185,1,大阪府吹田市山田東１丁目１０－３７,メロディーハイム千里東駐車場,185-1 メロディーハイム千里東駐車場
185,2,大阪府吹田市山田東１丁目２０の前,山田下ふれあい公園北面,185-2 山田下ふれあい公園北面
185,3,大阪府吹田市山田東３丁目１８,ぎんが遊園西面,185-3 ぎんが遊園西面
185,4,大阪府吹田市山田東１丁目３１,千里台スカイハイツＡ棟西面,185-4 千里台スカイハイツＡ棟西面
185,5,大阪府吹田市山田東１丁目３１,山田小川公園東面,185-5 山田小川公園東面
185,6,大阪府吹田市山田東３丁目２８－１,山田高校正門横フェンス,185-6 山田高校正門横フェンス
185,7,大阪府吹田市山田東２丁目１７－６,駐車場西面,185-7 駐車場西面
185,8,大阪府吹田市山田東３丁目２５,駐車場南面,185-8 駐車場南面
185,9,大阪府吹田市山田東３丁目２５,小川自治会体育センター東面 所 在 地 山田西２丁目２ 山田西２丁目５ 山田西２丁目５－１ 山田西２丁目９ 山田西２丁目１０－１ 山田西２丁目１１－１ 山田西２丁目１４,185-9 小川自治会体育センター東面 所 在 地 山田西２丁目２ 山田西２丁目５ 山田西２丁目５－１ 山田西２丁目９ 山田西２丁目１０－１ 山田西２丁目１１－１ 山田西２丁目１４
186,1,大阪府吹田市尺谷6,尺谷公園西面フェンス,186-1 尺谷公園西面フェンス
186,2,大阪府吹田市樫切山３,エマブル樫切山横植栽,186-2 エマブル樫切山横植栽
186,3,大阪府吹田市山田市場１５－１,山田中学校北面,186-3 山田中学校北面
186,4,大阪府吹田市樫切山１３,千里台公園北面,186-4 千里台公園北面
186,5,大阪府吹田市山田市場１５－１,山田中学校正門横,186-5 山田中学校正門横
186,6,大阪府吹田市山田市場９,山田川公園鉄柵,186-6 山田川公園鉄柵
186,7,大阪府吹田市尺谷１５の前,名神沿いフェンス,186-7 名神沿いフェンス
187,1,大阪府吹田市山田南１－１,イズミヤ千里丘店植栽,187-1 イズミヤ千里丘店植栽
187,2,大阪府吹田市山田南２９,ルネ千里丘公園西面,187-2 ルネ千里丘公園西面
187,3,大阪府吹田市山田南５０－２,関西大学吹田みらいキャンパス (山田南１８の前・三差路沿い),187-3 関西大学吹田みらいキャンパス (山田南１８の前・三差路沿い)
187,4,大阪府吹田市山田南４３,山田南ニコニコ遊園,187-4 山田南ニコニコ遊園
187,5,大阪府吹田市山田南４５,だいのき公園,187-5 だいのき公園
187,6,大阪府吹田市山田南５０－２,関西大学吹田みらいキャンパス(住宅向かい),187-6 関西大学吹田みらいキャンパス(住宅向かい)
187,7,大阪府吹田市山田南５０－２,関西大学吹田みらいキャンパス,187-7 関西大学吹田みらいキャンパス
188,1,大阪府吹田市山田西３丁目１2,千里第４緑地西面,188-1 千里第４緑地西面
188,2,大阪府吹田市山田西３丁目２２の前,千里第４緑地北面,188-2 千里第４緑地北面
188,3,大阪府吹田市山田西３丁目２１,千里山田遊園,188-3 千里山田遊園
188,4,大阪府吹田市山田西３丁目９,王子公園東面,188-4 王子公園東面
188,5,大阪府吹田市山田西３丁目５２,一条池第一遊園北面,188-5 一条池第一遊園北面
188,6,大阪府吹田市山田西３丁目５９－３６,山田西いこいの遊園,188-6 山田西いこいの遊園
188,7,大阪府吹田市山田西３丁目８４－１,山田市民体育館北面,188-7 山田市民体育館北面
191,1,大阪府吹田市長野東２６,長野公園東面,191-1 長野公園東面
191,2,大阪府吹田市長野東１,近畿郵政局吹田長野東第２社宅１棟西面,191-2 近畿郵政局吹田長野東第２社宅１棟西面
191,3,大阪府吹田市長野東６,千里丘つなぐ遊園南面フェンス,191-3 千里丘つなぐ遊園南面フェンス
191,4,大阪府吹田市長野西１７－１７,長野西公園北面,191-4 長野西公園北面
191,5,大阪府吹田市長野東１０,歩道鉄柵（シャルマンコーポ千里丘グランデ北側）,191-5 歩道鉄柵（シャルマンコーポ千里丘グランデ北側）
191,6,大阪府吹田市長野東２６,長野東２６フェンス,191-6 長野東２６フェンス
191,7,大阪府吹田市長野東２６,長野公園西面,191-7 長野公園西面
192,1,大阪府吹田市千里丘上１３,千里丘歩道橋下府道鉄柵,192-1 千里丘歩道橋下府道鉄柵
192,2,大阪府吹田市千里丘中４６,千里丘もくもく遊園,192-2 千里丘もくもく遊園
192,3,大阪府吹田市千里丘上３６,千里丘上公園南西面,192-3 千里丘上公園南西面
192,4,大阪府吹田市千里丘上２８,千里丘つくし野遊園前フェンス,192-4 千里丘つくし野遊園前フェンス
192,5,大阪府吹田市千里丘下１９,山田第二小学校東面フェンス,192-5 山田第二小学校東面フェンス
192,6,大阪府吹田市千里丘下１９,山田第二小学校南面フェンス,192-6 山田第二小学校南面フェンス
192,7,大阪府吹田市千里丘西９,南山田小学校北面,192-7 南山田小学校北面
192,8,大阪府吹田市千里丘西２４,千里丘西公園東面,192-8 千里丘西公園東面
193,1,大阪府吹田市青葉丘南１６－１,青葉丘南１６北西面鉄柵,193-1 青葉丘南１６北西面鉄柵
193,2,大阪府吹田市新芦屋上２９,メゾン千里丘Ｋ棟南面,193-2 メゾン千里丘Ｋ棟南面
193,3,大阪府吹田市清水１,清水一番遊園,193-3 清水一番遊園
193,4,大阪府吹田市青葉丘南８,青葉丘南第１公園,193-4 青葉丘南第１公園
193,5,大阪府吹田市青葉丘南１４,コーナン西側鉄柵,193-5 コーナン西側鉄柵
193,6,大阪府吹田市青葉丘南１５－１０,東山田小学校南面,193-6 東山田小学校南面
193,7,大阪府吹田市青葉丘南１６,青葉丘南第３公園（千里丘中学校南側）,193-7 青葉丘南第３公園（千里丘中学校南側）
193,8,大阪府吹田市青葉丘北１８,青葉丘公園,193-8 青葉丘公園
193,9,大阪府吹田市千里丘北１－１０,千里丘稲荷神社南西フェンス,193-9 千里丘稲荷神社南西フェンス
194,1,大阪府吹田市新芦屋上２０,ルナヴィータ住宅前 市道植樹帯,194-1 ルナヴィータ住宅前 市道植樹帯
194,2,大阪府吹田市新芦屋上１,住宅横フェンス,194-2 住宅横フェンス
194,3,大阪府吹田市新芦屋上２,ルナ・コートマンション(旧千里丘グランド跡) 北面フェンス,194-3 ルナ・コートマンション(旧千里丘グランド跡) 北面フェンス
194,4,大阪府吹田市新芦屋上10,新芦屋住宅遊園南面,194-4 新芦屋住宅遊園南面
194,5,大阪府吹田市新芦屋下１５,新芦屋下公園内東面フェンス,194-5 新芦屋下公園内東面フェンス
194,6,大阪府吹田市新芦屋上３－２０,ルナ・ハート老人ホーム横フェンス,194-6 ルナ・ハート老人ホーム横フェンス
194,7,大阪府吹田市新芦屋上１９,こがねどり遊園,194-7 こがねどり遊園
