投票区,番号,住所,備考,名称
154,1,大阪府吹田市春日１丁目２－４,農地西面,154-1 農地西面
154,2,大阪府吹田市春日２丁目２,レジオンスクエア緑地公園前道路フェンス,154-2 レジオンスクエア緑地公園前道路フェンス
154,3,大阪府吹田市春日３丁目１－１３,春日会館,154-3 春日会館
154,4,大阪府吹田市春日３丁目１３,水路鉄柵（つばめ遊園横）,154-4 水路鉄柵（つばめ遊園横）
154,5,大阪府吹田市春日３丁目１４,駐車場西面,154-5 駐車場西面
154,6,大阪府吹田市春日３丁目１４,歩道鉄柵,154-6 歩道鉄柵
154,7,大阪府吹田市春日２丁目２５,春日さくら遊園前鉄柵,154-7 春日さくら遊園前鉄柵
155,1,大阪府吹田市千里山西６丁目４８,千里山西６丁目４８フェンス,155-1 千里山西６丁目４８フェンス
155,2,大阪府吹田市千里山竹園２丁目２０,歩道鉄柵,155-2 歩道鉄柵
155,3,大阪府吹田市千里山西６丁目６３の前,高川沿い,155-3 高川沿い
155,4,大阪府吹田市春日４丁目１１,公団千里春日台団地１号棟北面,155-4 公団千里春日台団地１号棟北面
155,5,大阪府吹田市春日４丁目１２,春日東トンボ遊園,155-5 春日東トンボ遊園
155,6,大阪府吹田市春日４丁目１,春日東遊園南面,155-6 春日東遊園南面
155,7,大阪府吹田市千里山竹園１丁目２７,西千里第２遊園,155-7 西千里第２遊園
155,8,大阪府吹田市春日４丁目５,春日かぜの遊園東面,155-8 春日かぜの遊園東面
155,9,大阪府吹田市千里山竹園１丁目３,てまり遊園南東面,155-9 てまり遊園南東面
156,1,大阪府吹田市千里山松が丘３,トラちゃん遊園前鉄柵,156-1 トラちゃん遊園前鉄柵
156,2,大阪府吹田市千里山松が丘１５,松が丘第三公園南東面,156-2 松が丘第三公園南東面
156,3,大阪府吹田市千里山高塚６,高塚南遊園北面,156-3 高塚南遊園北面
156,4,大阪府吹田市千里山虹が丘２,公団虹２棟北側,156-4 公団虹２棟北側
156,5,大阪府吹田市千里山月が丘２,市営千里山住宅３棟北東面,156-5 市営千里山住宅３棟北東面
156,6,大阪府吹田市千里山東４丁目１３,千里山東にちご公園北西面,156-6 千里山東にちご公園北西面
156,7,大阪府吹田市千里山東２丁目５,千里山東公園北面,156-7 千里山東公園北面
156,8,大阪府吹田市千里山松が丘２５－１,千里第二小学校正門横,156-8 千里第二小学校正門横
156,9,大阪府吹田市千里山霧が丘２２,千里山コミュニティセンター横ガードレール,156-9 千里山コミュニティセンター横ガードレール
156,10,大阪府吹田市千里山星が丘４,プラウド千里山前歩道鉄柵,156-10 プラウド千里山前歩道鉄柵
157,1,大阪府吹田市佐井寺２丁目２６,こすもす遊園南面コンクリート壁,157-1 こすもす遊園南面コンクリート壁
157,2,大阪府吹田市竹谷町３７－１,総合運動場西側鉄柵,157-2 総合運動場西側鉄柵
157,3,大阪府吹田市佐井寺南が丘１４,佐井寺南が丘公園南西面,157-3 佐井寺南が丘公園南西面
157,4,大阪府吹田市佐井寺南が丘１４,佐井寺南が丘公園北東面,157-4 佐井寺南が丘公園北東面
157,5,大阪府吹田市佐井寺１丁目１０,佐井寺南公園南面,157-5 佐井寺南公園南面
157,6,大阪府吹田市佐井寺２丁目２－３,谷上池公園,157-6 谷上池公園
157,7,大阪府吹田市佐井寺南が丘１丁目１,佐井寺地区公民館外側コンクリート壁,157-7 佐井寺地区公民館外側コンクリート壁
157,8,大阪府吹田市竹谷町３７－１,せせらぎの道沿い植栽,157-8 せせらぎの道沿い植栽
157,9,大阪府吹田市佐井寺南が丘１４,佐井寺南が丘公園南東面,157-9 佐井寺南が丘公園南東面
158,1,大阪府吹田市五月が丘北１０,山田下第３遊園,158-1 山田下第３遊園
158,2,大阪府吹田市五月が丘北２２,歩道鉄柵,158-2 歩道鉄柵
158,3,大阪府吹田市五月が丘東５,柴金山公園北西フェンス,158-3 柴金山公園北西フェンス
158,4,大阪府吹田市五月が丘東８,植樹帯（五月が丘バス停横）,158-4 植樹帯（五月が丘バス停横）
158,5,大阪府吹田市五月が丘南６,星和プラネタウン千里南（双子座のまち）西面,158-5 星和プラネタウン千里南（双子座のまち）西面
158,6,大阪府吹田市五月が丘南１２,佐井寺東公園,158-6 佐井寺東公園
158,7,大阪府吹田市五月が丘西１,千里南パークマンション南面,158-7 千里南パークマンション南面
158,8,大阪府吹田市五月が丘西４－１,植樹帯（東佐井寺小学校裏門横）,158-8 植樹帯（東佐井寺小学校裏門横）
159,1,大阪府吹田市佐井寺３丁目１,貯水池フェンス,159-1 貯水池フェンス
159,2,大阪府吹田市佐井寺３丁目３,佐井寺小学校南面,159-2 佐井寺小学校南面
159,3,大阪府吹田市佐井寺３丁目６－１６,佐井寺新池公園南東面,159-3 佐井寺新池公園南東面
159,4,大阪府吹田市佐井寺３丁目２０,貯水池フェンス,159-4 貯水池フェンス
159,5,大阪府吹田市佐井寺３丁目２２,佐井寺北公園,159-5 佐井寺北公園
159,6,大阪府吹田市佐井寺３丁目３,佐井寺小学校西面,159-6 佐井寺小学校西面
159,7,大阪府吹田市佐井寺４丁目１８,だいら遊園西面,159-7 だいら遊園西面
